project,ref_stat,label,dsp_pedon_id,sample_id,layer,method,topdepth,depth,soc,depth_increments,apparent_depth,actual_depth
Illinois,max,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-5,5,esm1,-109.8,-145.9,42.089414515495,standard,75-100 cm,109.8-145.9 cm
Illinois,max,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-5,5,esm2,-107.687001545617,-123.85325658634,-48.843329562458,standard,75-100 cm,107.7-123.9 cm
Illinois,fd,BAU,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-5,5,fd,-75,-100,29.147793985800003,standard,75-100 cm,75-100 cm
Illinois,max,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-1,1,esm1,0,-13.6,36.0245282696304,standard,0-10 cm,0-13.6 cm
Illinois,max,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-1,1,esm2,0,-13.5549184994169,36.7226216752593,standard,0-10 cm,0-13.6 cm
Illinois,fd,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-1,1,fd,0,-10,27.315936151237,standard,0-10 cm,0-10 cm
Illinois,max,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-2,2,esm1,-13.6,-45.6,73.9714581178478,standard,10-30 cm,13.6-45.6 cm
Illinois,max,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-2,2,esm2,-13.5549184994169,-45.5205791417262,74.5755055975957,standard,10-30 cm,13.6-45.5 cm
Illinois,fd,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-2,2,fd,-10,-30,50.640033367199,standard,10-30 cm,10-30 cm
Illinois,max,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-3,3,esm1,-45.6,-75.7,29.1087747805557,standard,30-50 cm,45.6-75.7 cm
Illinois,max,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-3,3,esm2,-45.5205791417262,-77.2743394429392,38.9094687846557,standard,30-50 cm,45.5-77.3 cm
Illinois,fd,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-3,3,fd,-30,-50,41.076944703900004,standard,30-50 cm,30-50 cm
Illinois,max,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-4,4,esm1,-75.7,-109.5,26.3979932593243,standard,50-75 cm,75.7-109.5 cm
Illinois,max,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-4,4,esm2,-77.2743394429392,-107.47109696123,6.91412410460671,standard,50-75 cm,77.3-107.5 cm
Illinois,fd,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-4,4,fd,-50,-75,19.525142943285,standard,50-75 cm,50-75 cm
Illinois,max,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-5,5,esm1,-109.5,-145.5,28.1162058383336,standard,75-100 cm,109.5-145.5 cm
Illinois,max,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-5,5,esm2,-107.47109696123,-123.614739160734,-14.3000385947157,standard,75-100 cm,107.5-123.6 cm
Illinois,fd,BAU,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-5,5,fd,-75,-100,19.525142943285,standard,75-100 cm,75-100 cm
Illinois,max,BAU,IL-115-SW-ETAL-003,IL-115-SW-ETAL-003-1,1,esm1,0,-13.7,41.5401892395208,standard,0-10 cm,0-13.7 cm
Illinois,max,BAU,IL-115-SW-ETAL-003,IL-115-SW-ETAL-003-1,1,esm2,0,-13.7599298384373,42.522152439928,standard,0-10 cm,0-13.8 cm
Illinois,fd,BAU,IL-115-SW-ETAL-003,IL-115-SW-ETAL-003-1,1,fd,0,-10,30.338691775506497,standard,0-10 cm,0-10 cm
Illinois,max,BAU,IL-115-SW-ETAL-003,IL-115-SW-ETAL-003-2,2,esm1,-13.7,-44.9,72.865668896445,standard,10-30 cm,13.7-44.9 cm
