dsp_pedon_id,dsp_plot_id,pedon_num,date_sampled,pedon_x,pedon_y,target_soil_name,soil_sampled_name,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,soc_stock_0_30cm,soc_stock_30_50cm,soc_stock_50_100cm,soc_stock_100cm
WoNT1-1,WoNT1,1,5/20/2019,-123.27097,44.737333,Woodburn,NA,92,SHM - No-till,SHM,CROP,No-till,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season.,AG-CROP,OSU3,OregonState,Woodburn,61.68239000000001,20.590536000000004,36.732400000000005,119.00532600000003
WoNT1-2,WoNT1,2,5/20/2019,-123.27107,44.737333,Woodburn,NA,92,SHM - No-till,SHM,CROP,No-till,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season.,AG-CROP,OSU3,OregonState,Woodburn,71.63980000000001,18.67416,37.800000000000004,128.11396000000002
WoNT1-3,WoNT1,3,5/20/2019,-123.27077,44.737633,Woodburn,NA,92,SHM - No-till,SHM,CROP,No-till,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season.,AG-CROP,OSU3,OregonState,Woodburn,72.6508,19.422330000000002,36.4224,128.49553
WoNT2-1,WoNT2,1,5/28/2019,-123.21367,45.07067,Woodburn,NA,93,SHM - No-till,SHM,GRASS,No-till,No-till,"Orchard grass, 18 years with no tillage.",AG-CROP,OSU7,OregonState,Woodburn,74.2696325,28.757456999999995,34.459347,137.4864365
WoNT2-2,WoNT2,2,5/28/2019,-123.21377,45.07057,Woodburn,NA,93,SHM - No-till,SHM,GRASS,No-till,No-till,"Orchard grass, 18 years with no tillage.",AG-CROP,OSU7,OregonState,Woodburn,83.0339,29.097720000000002,31.457880000000003,143.5895
WoNT2-3,WoNT2,3,5/28/2019,-123.21387,45.07097,Woodburn,NA,93,SHM - No-till,SHM,GRASS,No-till,No-till,"Orchard grass, 18 years with no tillage.",AG-CROP,OSU7,OregonState,Woodburn,78.24095,30.35904,35.30328,143.90327
WoNT3-1,WoNT3,1,7/26/2019,-122.856544,44.950981,Woodburn,NA,94,SHM - No-till,SHM,CROP,No-till,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",AG-CROP,OSU18,OregonState,Woodburn,58.398129,13.7313,21.916349999999998,94.045779
WoNT3-2,WoNT3,2,7/26/2019,-122.856644,44.950981,Woodburn,NA,94,SHM - No-till,SHM,CROP,No-till,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",AG-CROP,OSU18,OregonState,Woodburn,64.59865,17.374,26.933799999999998,108.90645
WoNT3-3,WoNT3,3,7/26/2019,-122.856744,44.950981,Woodburn,NA,94,SHM - No-till,SHM,CROP,No-till,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",AG-CROP,OSU18,OregonState,Woodburn,59.2312,19.593200000000003,29.364500000000003,108.1889
AR2-1,AR2,1,2/27/2021,-98.203663,26.309166,Hidalgo,NA,2,Ref - Reference,Ref,FOREST,Perennial,Reference,"Native treeline composed of mesquite, hackberry, anacua and others. No major disturbances in over 50 years.",Reference,UTRGV10,UTRGV,Hidalgo,37.86636460995,NA,NA,NA
AR2-2,AR2,2,2/27/2021,-98.20307,26.30907954,Hidalgo,NA,2,Ref - Reference,Ref,FOREST,Perennial,Reference,"Native treeline composed of mesquite, hackberry, anacua and others. No major disturbances in over 50 years.",Reference,UTRGV10,UTRGV,Hidalgo,71.20026126455,NA,NA,NA
AR2-3,AR2,3,2/27/2021,-98.202272,26.30896,Hidalgo,NA,2,Ref - Reference,Ref,FOREST,Perennial,Reference,"Native treeline composed of mesquite, hackberry, anacua and others. No major disturbances in over 50 years.",Reference,UTRGV10,UTRGV,Hidalgo,97.4863786082,NA,NA,NA
AR3-1,AR3,1,3/18/2021,-97.865571,26.425936,Hidalgo,NA,3,Ref - Reference,Ref,FOREST,Perennial,Reference,"Native treeline composed of mesquite, Texas ebony, and others. Undisturbed in landowner's memory (60+ year). Area catches sand deposited by strong winds.",Reference,UTRGV11,UTRGV,Hidalgo,119.89706493385,NA,NA,NA
AR3-2,AR3,2,3/18/2021,-97.86555,26.42575,Hidalgo,NA,3,Ref - Reference,Ref,FOREST,Perennial,Reference,"Native treeline composed of mesquite, Texas ebony, and others. Undisturbed in landowner's memory (60+ year). Area catches sand deposited by strong winds.",Reference,UTRGV11,UTRGV,Hidalgo,91.56810214664999,NA,NA,NA
AR3-3,AR3,3,3/18/2021,-97.863987,26.425912,Hidalgo,NA,3,Ref - Reference,Ref,FOREST,Perennial,Reference,"Native treeline composed of mesquite, Texas ebony, and others. Undisturbed in landowner's memory (60+ year). Area catches sand deposited by strong winds.",Reference,UTRGV11,UTRGV,Hidalgo,140.89977950605,NA,NA,NA
AX1-1,AX1,1,12/4/2020,-97.86129,26.37183,Hidalgo,NA,8,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,"Conventional tillage with a sorghum, sesame, cotton rotation",AG-CROP,UTRGV1,UTRGV,Hidalgo,53.43225237425,NA,NA,NA
AX1-2,AX1,2,11/30/2020,-97.861285,26.376803,Hidalgo,NA,8,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,"Conventional tillage with a sorghum, sesame, cotton rotation",AG-CROP,UTRGV1,UTRGV,Hidalgo,104.70758912710001,NA,NA,NA
AX1-3,AX1,3,11/30/2020,-97.861396,26.381147,Hidalgo,NA,8,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,"Conventional tillage with a sorghum, sesame, cotton rotation",AG-CROP,UTRGV1,UTRGV,Hidalgo,75.13604887955,NA,NA,NA
AX2-1,AX2,1,12/4/2020,-97.860439,26.372257,Hidalgo,NA,9,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,"Conventional tillage with a cotton, sorghum rotation",AG-CROP,UTRGV2,UTRGV,Hidalgo,56.35990597475,NA,NA,NA
AX2-2,AX2,2,12/4/2020,-97.854799,26.372359,Hidalgo,NA,9,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,"Conventional tillage with a cotton, sorghum rotation",AG-CROP,UTRGV2,UTRGV,Hidalgo,54.70668104765,NA,NA,NA
AX2-3,AX2,3,12/7/2020,-97.841816,26.372348,Hidalgo,NA,9,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,"Conventional tillage with a cotton, sorghum rotation",AG-CROP,UTRGV2,UTRGV,Hidalgo,83.78510242785,NA,NA,NA
AX3-1,AX3,1,2/9/2021,-97.845711,26.449237,Hidalgo,NA,10,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,"Conventional tillage with a cotton, corn, and sorghum rotation",AG-CROP,UTRGV3,UTRGV,Hidalgo,77.02132320505,NA,NA,NA
AX3-2,AX3,2,2/9/2021,-97.84310718,26.45138326,Hidalgo,NA,10,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,"Conventional tillage with a cotton, corn, and sorghum rotation",AG-CROP,UTRGV3,UTRGV,Hidalgo,97.6561192006,NA,NA,NA
AX3-3,AX3,3,2/9/2021,-97.842418,26.451224,Hidalgo,NA,10,BAU - Conventional Till,BAU,CROP,Till,Conventional Till,"Conventional tillage with a cotton, corn, and sorghum rotation",AG-CROP,UTRGV3,UTRGV,Hidalgo,59.149796540400004,NA,NA,NA
AY1-1,AY1,1,12/10/2020,-97.87775,26.429164,Hidalgo,NA,11,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",AG-CROP,UTRGV4,UTRGV,Hidalgo,43.0398589744,NA,NA,NA
AY1-2,AY1,2,12/10/2020,-97.876675,26.428431,Hidalgo,NA,11,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",AG-CROP,UTRGV4,UTRGV,Hidalgo,20.85691461685,NA,NA,NA
AY1-3,AY1,3,12/10/2020,-97.878012,26.423498,Hidalgo,NA,11,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",AG-CROP,UTRGV4,UTRGV,Hidalgo,48.40432484875,NA,NA,NA
AY2-1,AY2,1,12/12/2020,-97.87736,26.417867,Hidalgo,NA,12,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,"Strip tillage for 3 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",AG-CROP,UTRGV5,UTRGV,Hidalgo,42.244408184950004,NA,NA,NA
AY2-2,AY2,2,12/12/2020,-97.877546,26.408338,Hidalgo,NA,12,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,"Strip tillage for 3 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",AG-CROP,UTRGV5,UTRGV,Hidalgo,46.5402474679,NA,NA,NA
AY2-3,AY2,3,12/12/2020,-97.867819,26.408107,Hidalgo,NA,12,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,"Strip tillage for 3 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",AG-CROP,UTRGV5,UTRGV,Hidalgo,46.32274701065,NA,NA,NA
AY3-1,AY3,1,4/2/2021,-97.894115,26.378011,Hidalgo,NA,13,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",AG-CROP,UTRGV6,UTRGV,Hidalgo,51.79236229525,NA,NA,NA
AY3-2,AY3,2,4/2/2021,-97.882158,26.371559,Hidalgo,NA,13,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",AG-CROP,UTRGV6,UTRGV,Hidalgo,56.2664792188,NA,NA,NA
AY3-3,AY3,3,4/2/2021,-97.881485,26.371856,Hidalgo,NA,13,BAU - Intermittent Till,BAU,CROP,Till,Intermittent Till,"Strip tillage for 2 years, followed by return to conventional till for herbicide resistant weed management. Sorghum/cotton rotation.",AG-CROP,UTRGV6,UTRGV,Hidalgo,60.38769266940001,NA,NA,NA
AZ1-1,AZ1,1,2/27/2021,-97.814156,26.442916,Hidalgo,NA,14,BAU - Strip Till,BAU,CROP,Till,Strip Till,Strip tillage for 4 years with a cotton/sorghum rotation.,AG-CROP,UTRGV7,UTRGV,Hidalgo,61.8286860443,NA,NA,NA
AZ1-2,AZ1,2,2/27/2021,-97.81413,26.440373,Hidalgo,NA,14,BAU - Strip Till,BAU,CROP,Till,Strip Till,Strip tillage for 4 years with a cotton/sorghum rotation.,AG-CROP,UTRGV7,UTRGV,Hidalgo,52.87059914875,NA,NA,NA
AZ1-3,AZ1,3,2/27/2021,-97.814157,26.441954,Hidalgo,NA,14,BAU - Strip Till,BAU,CROP,Till,Strip Till,Strip tillage for 4 years with a cotton/sorghum rotation.,AG-CROP,UTRGV7,UTRGV,Hidalgo,45.2323455958,NA,NA,NA
AZ2-1,AZ2,1,12/8/2020,-97.857232,26.358343,Hidalgo,NA,15,BAU - Strip Till,BAU,CROP,Till,Strip Till,Strip tillage for 3 years with a cotton/sorghum rotation.,AG-CROP,UTRGV8,UTRGV,Hidalgo,29.676456593,NA,NA,NA
AZ2-2,AZ2,2,12/8/2020,-97.846311,26.358388,Hidalgo,NA,15,BAU - Strip Till,BAU,CROP,Till,Strip Till,Strip tillage for 3 years with a cotton/sorghum rotation.,AG-CROP,UTRGV8,UTRGV,Hidalgo,29.04844458545,NA,NA,NA
AZ2-3,AZ2,3,12/8/2020,-97.85824,26.36504,Hidalgo,NA,15,BAU - Strip Till,BAU,CROP,Till,Strip Till,Strip tillage for 3 years with a cotton/sorghum rotation.,AG-CROP,UTRGV8,UTRGV,Hidalgo,43.81382147275,NA,NA,NA
AZ3-1,AZ3,1,12/14/2021,-97.852623,26.389298,Hidalgo,NA,16,BAU - Strip Till,BAU,CROP,Till,Strip Till,"Strip tillage for 6 years with a cotton/sorghum rotation, Sunn hemp cover crop 1 year before sampling.",AG-CROP,UTRGV9,UTRGV,Hidalgo,34.897414607900004,NA,NA,NA
AZ3-2,AZ3,2,12/14/2021,-97.852666,26.387731,Hidalgo,NA,16,BAU - Strip Till,BAU,CROP,Till,Strip Till,"Strip tillage for 6 years with a cotton/sorghum rotation, Sunn hemp cover crop 1 year before sampling.",AG-CROP,UTRGV9,UTRGV,Hidalgo,31.359774870249996,NA,NA,NA
AZ3-3,AZ3,3,12/14/2021,-97.849146,26.387833,Hidalgo,NA,16,BAU - Strip Till,BAU,CROP,Till,Strip Till,"Strip tillage for 6 years with a cotton/sorghum rotation, Sunn hemp cover crop 1 year before sampling.",AG-CROP,UTRGV9,UTRGV,Hidalgo,38.6468051643,NA,NA,NA
