project,dsp_pedon_id,dsp_plot_id,label,trt,explanation,lu,till,soil,suborder,soil_sampled_name,pedon_x,pedon_y,map,mat
UnivOfMinnesota,CON-4,CON,BAU,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",CROP,Till,Readlyn,Udolls,Marquis,-92.84107,43.750483,908.68896484375,6.83999967575073
UnivOfMinnesota,CON-5,CON,BAU,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",CROP,Till,Readlyn,Udolls,Marquis,-92.84134,43.75062,908.68896484375,6.83999967575073
UnivOfMinnesota,CON-6,CON,BAU,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",CROP,Till,Readlyn,Udolls,Marquis,-92.84078,43.75034,908.68896484375,6.83999967575073
UnivOfMinnesota,CON-7,CON,BAU,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",CROP,Till,Readlyn,Udolls,Readlyn,-92.84329,43.75222,908.68896484375,6.83999967575073
UnivOfMinnesota,CON-8,CON,BAU,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",CROP,Till,Readlyn,Udolls,Readlyn,-92.843677,43.75218,908.68896484375,6.83999967575073
UnivOfMinnesota,CON-9,CON,BAU,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",CROP,Till,Readlyn,Udolls,Readlyn,-92.842882,43.752284,908.68896484375,6.83999967575073
UnivOfMinnesota,ALT-1,ALT,SHM,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",CROP,No-till,Marquis,Udolls,Marquis,-92.85464,43.74984,908.956970214844,6.8899998664856
UnivOfMinnesota,ALT-2,ALT,SHM,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",CROP,No-till,Marquis,Udolls,Marquis,-92.85499,43.74981,908.956970214844,6.8899998664856
UnivOfMinnesota,ALT-3,ALT,SHM,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",CROP,No-till,Marquis,Udolls,Marquis,-92.85457,43.74953,908.956970214844,6.8899998664856
UnivOfMinnesota,ALT-4,ALT,SHM,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",CROP,No-till,Marquis,Udolls,Readlyn,-92.85453,43.74922,908.956970214844,6.8899998664856
UnivOfMinnesota,ALT-5,ALT,SHM,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",CROP,No-till,Marquis,Udolls,Readlyn,-92.85467,43.74899,908.956970214844,6.8899998664856
UnivOfMinnesota,ALT-6,ALT,SHM,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",CROP,No-till,Marquis,Udolls,Readlyn,-92.85419,43.74893,908.956970214844,6.8899998664856
UnivOfMinnesota,ALT-7,ALT,SHM,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",CROP,No-till,Marquis,Udolls,Marquis,-92.85348,43.74876,908.841003417969,6.85999965667725
UnivOfMinnesota,ALT-8,ALT,SHM,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",CROP,No-till,Marquis,Udolls,Marquis,-92.85374,43.74855,908.841003417969,6.85999965667725
UnivOfMinnesota,ALT-9,ALT,SHM,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",CROP,No-till,Marquis,Udolls,Readlyn,-92.85341,43.749,908.841003417969,6.85999965667725
UnivOfMinnesota,REF-1,REF,Ref,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,RANGE,Perennial,Kenyon,Udolls,Kenyon,-92.845067,43.746917,908.68896484375,6.83999967575073
UnivOfMinnesota,REF-2,REF,Ref,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,RANGE,Perennial,Kenyon,Udolls,Kenyon,-92.8454,43.7469,908.68896484375,6.83999967575073
UnivOfMinnesota,REF-3,REF,Ref,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,RANGE,Perennial,Kenyon,Udolls,Kenyon,-92.84465,43.746883,908.68896484375,6.83999967575073
UnivOfMinnesota,REF-4,REF,Ref,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,RANGE,Perennial,Kenyon,Udolls,Kenyon,-92.84395,43.746883,908.68896484375,6.83999967575073
UnivOfMinnesota,REF-5,REF,Ref,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,RANGE,Perennial,Kenyon,Udolls,Kenyon,-92.844333,43.7469,908.68896484375,6.83999967575073
UnivOfMinnesota,REF-6,REF,Ref,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,RANGE,Perennial,Kenyon,Udolls,Kenyon,-92.8436,43.74685,908.68896484375,6.83999967575073
UnivOfMinnesota,REF-7,REF,Ref,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,RANGE,Perennial,Kenyon,Udolls,Kenyon,-92.843,43.74685,908.68896484375,6.83999967575073
UnivOfMinnesota,REF-8,REF,Ref,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,RANGE,Perennial,Kenyon,Udolls,Kenyon,-92.84325,43.7469,908.68896484375,6.83999967575073
UnivOfMinnesota,REF-9,REF,Ref,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,RANGE,Perennial,Kenyon,Udolls,Kenyon,-92.84265,43.746867,908.68896484375,6.83999967575073
OregonState,JoF1-1,JoF1,Ref,Forest,"Douglas fir trees 25-30 years old, McDonald Dunn Research Forest at Lewisburg Saddle.",FOREST,Perennial,Jory,Humults,NA,-123.2972812,44.6361175,1430.36193847656,10.8400001525879
OregonState,JoF1-2,JoF1,Ref,Forest,"Douglas fir trees 25-30 years old, McDonald Dunn Research Forest at Lewisburg Saddle.",FOREST,Perennial,Jory,Humults,NA,-123.2973802,44.6362175,1430.36193847656,10.8400001525879
OregonState,JoF1-3,JoF1,Ref,Forest,"Douglas fir trees 25-30 years old, McDonald Dunn Research Forest at Lewisburg Saddle.",FOREST,Perennial,Jory,Humults,NA,-123.2974823,44.6358175,1430.36193847656,10.8400001525879
OregonState,JoF2-1,JoF2,Ref,Forest,Douglas fir trees were last harvested 25 years ago,FOREST,Perennial,Jory,Humults,NA,-123.355451,44.918413,1427.63098144531,11.1499996185303
OregonState,JoF2-2,JoF2,Ref,Forest,Douglas fir trees were last harvested 25 years ago,FOREST,Perennial,Jory,Humults,NA,-123.355551,44.918544,1427.63098144531,11.1499996185303
OregonState,JoF2-3,JoF2,Ref,Forest,Douglas fir trees were last harvested 25 years ago,FOREST,Perennial,Jory,Humults,NA,-123.355451,44.918514,1427.63098144531,11.1499996185303
OregonState,WoNT1-1,WoNT1,SHM,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season.,CROP,No-till,Woodburn,Xerolls,NA,-123.27097,44.737333,1099.40295410156,11.6499996185303
OregonState,WoNT1-2,WoNT1,SHM,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season.,CROP,No-till,Woodburn,Xerolls,NA,-123.27107,44.737333,1099.40295410156,11.6499996185303
OregonState,WoNT1-3,WoNT1,SHM,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season.,CROP,No-till,Woodburn,Xerolls,NA,-123.27077,44.737633,1103.5009765625,11.5599994659424
OregonState,JoV1-1,JoV1,SHM,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,CROP,Conservation,Jory,Humults,NA,-123.07116,45.24882,1227.9619140625,11.3299999237061
OregonState,JoV1-2,JoV1,SHM,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,CROP,Conservation,Jory,Humults,NA,-123.07126,45.24882,1227.9619140625,11.3299999237061
OregonState,JoV1-3,JoV1,SHM,Vineyard,Rootstock was established over 10 years ago. Grasses and forbs are grown in rows in between as a cover crop; light discing occurs periodically but not annually.,CROP,Conservation,Jory,Humults,NA,-123.07096,45.24912,1227.9619140625,11.3299999237061
OregonState,WoH1-1,WoH1,Ref,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",ORCHARD,Perennial,Woodburn,Xerolls,NA,-122.96961,45.2279,1083.07189941406,11.8800001144409
OregonState,WoH1-2,WoH1,Ref,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",ORCHARD,Perennial,Woodburn,Xerolls,NA,-122.96961,45.2278,1083.07189941406,11.8800001144409
OregonState,WoH1-3,WoH1,Ref,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",ORCHARD,Perennial,Woodburn,Xerolls,NA,-122.96981,45.2279,1083.07189941406,11.8800001144409
OregonState,WoCT1-1,WoCT1,BAU,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",CROP,Till,Woodburn,Xerolls,NA,-122.964818,45.231102,1080.23303222656,11.8800001144409
OregonState,WoCT1-2,WoCT1,BAU,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",CROP,Till,Woodburn,Xerolls,NA,-122.964718,45.231202,1080.23303222656,11.8800001144409
OregonState,WoCT1-3,WoCT1,BAU,Conventional till,"Perennial ryegrass, tilled regularly (~2-3 years) to a depth of ~12 inches (30 cm)",CROP,Till,Woodburn,Xerolls,NA,-122.964618,45.231402,1080.23303222656,11.8800001144409
OregonState,WoNT2-1,WoNT2,SHM,No-till,"Orchard grass, 18 years with no tillage.",GRASS,No-till,Woodburn,Xerolls,NA,-123.21367,45.07067,1128.01098632812,11.8199996948242
OregonState,WoNT2-2,WoNT2,SHM,No-till,"Orchard grass, 18 years with no tillage.",GRASS,No-till,Woodburn,Xerolls,NA,-123.21377,45.07057,1128.01098632812,11.8199996948242
OregonState,WoNT2-3,WoNT2,SHM,No-till,"Orchard grass, 18 years with no tillage.",GRASS,No-till,Woodburn,Xerolls,NA,-123.21387,45.07097,1128.04699707031,11.8099994659424
OregonState,WoH2-1,WoH2,Ref,Hazelnut,"Mature hazelnut orchard, about 25 years old",ORCHARD,Perennial,Woodburn,Xerolls,NA,-123.213416,45.074334,1128.04699707031,11.8099994659424
OregonState,WoH2-2,WoH2,Ref,Hazelnut,"Mature hazelnut orchard, about 25 years old",ORCHARD,Perennial,Woodburn,Xerolls,NA,-123.213516,45.074334,1128.04699707031,11.8099994659424
OregonState,WoH2-3,WoH2,Ref,Hazelnut,"Mature hazelnut orchard, about 25 years old",ORCHARD,Perennial,Woodburn,Xerolls,NA,-123.213616,45.074334,1128.04699707031,11.8099994659424
OregonState,JoXT1-1,JoXT1,BAU,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that.",CROP,Till,Jory,Humults,NA,-123.33523,44.4319,1131.23486328125,11.2799997329712
OregonState,JoXT1-2,JoXT1,BAU,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that.",CROP,Till,Jory,Humults,NA,-123.33533,44.4318,1131.23486328125,11.2799997329712
OregonState,JoXT1-3,JoXT1,BAU,Christmas tree,"2-year-old Noble Fir trees planted one year ago. Site has been in Christmas trees since 1955. Used to rototill between rotations, but now limit tillage to some light discing. Left fallow for the summer before planting this crop, and some Sudan grass planted for a year before that.",CROP,Till,Jory,Humults,NA,-123.33503,44.4316,1131.23486328125,11.2799997329712
OregonState,JoF3-1,JoF3,Ref,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",FOREST,Perennial,Jory,Humults,NA,-123.41895,44.74261,1476.49792480469,11.1899995803833
OregonState,JoF3-2,JoF3,Ref,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",FOREST,Perennial,Jory,Humults,NA,-123.41905,44.74261,1476.49792480469,11.1899995803833
OregonState,JoF3-3,JoF3,Ref,Forest,"Weyerhauser 2nd growth timber, 24 years old. Minimally managed",FOREST,Perennial,Jory,Humults,NA,-123.41875,44.74261,1476.49792480469,11.1899995803833
OregonState,JoV2-1,JoV2,SHM,Vineyard,"18 years with same vines, ~1200/acre, 7’ spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4” in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",CROP,Conservation,Jory,Humults,NA,-123.049801,45.251054,1188.17395019531,11.710000038147
OregonState,JoV2-2,JoV2,SHM,Vineyard,"18 years with same vines, ~1200/acre, 7’ spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4” in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",CROP,Conservation,Jory,Humults,NA,-123.049901,45.250954,1188.17395019531,11.710000038147
OregonState,JoV2-3,JoV2,SHM,Vineyard,"18 years with same vines, ~1200/acre, 7’ spacing, all pinot noir. Planted to wheat and cherry beforehand. Disced and rototilled in early 2019 due to excessive voles, to about 2-4” in depth. Sprayed on 6/10 with micronized sulfur and a bacillus-based mold treatment. No irrigation at this site.",CROP,Conservation,Jory,Humults,NA,-123.049601,45.251354,1188.17395019531,11.710000038147
OregonState,JoXT2-1,JoXT2,BAU,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",CROP,Till,Jory,Humults,NA,-123.13708,45.04997,1312.6259765625,10.8000001907349
OregonState,JoXT2-2,JoXT2,BAU,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",CROP,Till,Jory,Humults,NA,-123.13718,45.04987,1312.6259765625,10.8000001907349
OregonState,JoXT2-3,JoXT2,BAU,Christmas tree,"9 years planted in noble fir. Prior to planting, was tilled to 25 cm, limed, and left fallow for 1 year with a sudangrass cover crop.",CROP,Till,Jory,Humults,NA,-123.13688,45.04997,1312.6259765625,10.8000001907349
OregonState,JoXT3-1,JoXT3,BAU,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",CROP,Till,Jory,Humults,NA,-122.90909,44.910377,1183.08081054688,11.4799995422363
OregonState,JoXT3-2,JoXT3,BAU,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",CROP,Till,Jory,Humults,NA,-122.90899,44.910277,1183.08081054688,11.4799995422363
OregonState,JoXT3-3,JoXT3,BAU,Christmas tree,"Property bought in 2015 by landowner, planted in noble fir in 2016 at the location of the pit. Some grand fir and Douglas-fir observed in other parts of plot.",CROP,Till,Jory,Humults,NA,-122.90889,44.910077,1183.08081054688,11.4799995422363
OregonState,JoV3-1,JoV3,SHM,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",CROP,Conservation,Jory,Humults,NA,-123.130763,45.037101,1205.05993652344,11.2199993133545
OregonState,JoV3-2,JoV3,SHM,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",CROP,Conservation,Jory,Humults,NA,-123.130863,45.037201,1205.05993652344,11.2199993133545
OregonState,JoV3-3,JoV3,SHM,Vineyard,"Pinot noir plot with 1210 vines/acre, planted in 2006. Disced to ~10 cm annually, planted with cover crop to stress vines. Every 8th row planted with wildflowers to attract pollinators.",CROP,Conservation,Jory,Humults,NA,-123.130563,45.037101,1205.05993652344,11.2199993133545
OregonState,WoH3-1,WoH3,Ref,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2014",ORCHARD,Perennial,Woodburn,Xerolls,NA,-122.86279,44.94845,1122.87292480469,11.8199996948242
OregonState,WoH3-2,WoH3,Ref,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2014",ORCHARD,Perennial,Woodburn,Xerolls,NA,-122.86289,44.94855,1122.87292480469,11.8199996948242
OregonState,WoH3-3,WoH3,Ref,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2014",ORCHARD,Perennial,Woodburn,Xerolls,NA,-122.86259,44.94815,1122.87292480469,11.8199996948242
OregonState,WoCT2-1,WoCT2,BAU,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years.  Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18”.",CROP,Till,Woodburn,Xerolls,NA,-122.842842,45.014134,1114.06896972656,11.8899993896484
OregonState,WoCT2-2,WoCT2,BAU,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years.  Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18”.",CROP,Till,Woodburn,Xerolls,NA,-122.842742,45.014034,1114.06896972656,11.8899993896484
OregonState,WoCT2-3,WoCT2,BAU,Conventional till,"Perennial ryegrass, planted in 2016. It was planted to onions beforehand. The ryegrass typically stays in for 3 years.  Then the grower row crops the ground for 2-3 years, and the max depth they reach is 18”.",CROP,Till,Woodburn,Xerolls,NA,-122.843042,45.013834,1114.06896972656,11.8899993896484
OregonState,WoCT3-1,WoCT3,BAU,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,CROP,Till,Woodburn,Xerolls,NA,-123.06167,45.1251,1089.77001953125,11.8499994277954
OregonState,WoCT3-2,WoCT3,BAU,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,CROP,Till,Woodburn,Xerolls,NA,-123.06201,45.1251,1089.77001953125,11.8499994277954
OregonState,WoCT3-3,WoCT3,BAU,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,CROP,Till,Woodburn,Xerolls,NA,-123.06134,45.1248,1089.77001953125,11.8499994277954
OregonState,WoNT3-1,WoNT3,SHM,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",CROP,No-till,Woodburn,Xerolls,NA,-122.856544,44.950981,1134.88098144531,11.7699995040894
OregonState,WoNT3-2,WoNT3,SHM,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",CROP,No-till,Woodburn,Xerolls,NA,-122.856644,44.950981,1134.88098144531,11.7699995040894
OregonState,WoNT3-3,WoNT3,SHM,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",CROP,No-till,Woodburn,Xerolls,NA,-122.856744,44.950981,1134.88098144531,11.7699995040894
Illinois,IL-115-SW-WDFLD-001,IL-115-SW-WDFLD,BAU,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.798131,39.866062,990.943969726562,11.5599994659424
Illinois,IL-115-SW-WDFLD-002,IL-115-SW-WDFLD,BAU,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.799917,39.865395,990.943969726562,11.5599994659424
Illinois,IL-115-SW-WDFLD-003,IL-115-SW-WDFLD,BAU,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.798039,39.868482,990.943969726562,11.5599994659424
Illinois,IL-115-SW-ETAL-001,IL-115-SW-ETAL,BAU,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.745608,39.895068,992.936950683594,11.4399995803833
Illinois,IL-115-SW-ETAL-002,IL-115-SW-ETAL,BAU,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.746645,39.895384,992.568969726562,11.460000038147
Illinois,IL-115-SW-ETAL-003,IL-115-SW-ETAL,BAU,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Dana,-88.746587,39.90146,991.560974121094,11.5199995040894
Illinois,IL-147-SW-TS-001,IL-147-SW-TS,BAU,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.700021,39.876683,997.159973144531,11.5299997329712
Illinois,IL-147-SW-TS-002,IL-147-SW-TS,BAU,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.700776,39.878541,997.159973144531,11.5299997329712
Illinois,IL-147-SW-TS-003,IL-147-SW-TS,BAU,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.705988,39.878261,996.758972167969,11.5299997329712
Illinois,IL-147-SW-CRP-001,IL-147-SW-CRP,BAU,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.743611,39.895694,992.936950683594,11.4399995803833
Illinois,IL-147-SW-CRP-002,IL-147-SW-CRP,BAU,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Flanagan,-88.743611,39.896889,991.81396484375,11.5
Illinois,IL-147-SW-CRP-003,IL-147-SW-CRP,BAU,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Dana,-88.743333,39.898194,991.81396484375,11.5
Illinois,IL-019-SW-ARBRTM-001,IL-019-SW-ARBRTM,Ref,Ref,Restored since 1990,FOREST,Perennial,Drummer,Aquolls,Drummer,-88.216396,40.0916401,1011.82995605469,11.0398998260498
Illinois,IL-019-SW-ARBRTM-002,IL-019-SW-ARBRTM,Ref,Ref,Restored since 1990,FOREST,Perennial,Drummer,Aquolls,Drummer,-88.2161899,40.0918033,1011.82995605469,11.0398998260498
Illinois,IL-019-SW-ARBRTM-003,IL-019-SW-ARBRTM,Ref,Ref,Restored since 1990,FOREST,Perennial,Drummer,Aquolls,Drummer,-88.2159005,40.0914285,1011.82995605469,11.0398998260498
Illinois,IL-019-SW-RTHRML-001,IL-019-SW-RTHRML,SHM,NT,No-Till managed with corn-soybean rotations,CROP,No-till,Drummer,Aquolls,Drummer,-88.0238,39.9295,1007.33294677734,11.2299995422363
Illinois,IL-019-SW-RTHRML-002,IL-019-SW-RTHRML,SHM,NT,No-Till managed with corn-soybean rotations,CROP,No-till,Drummer,Aquolls,Drummer,-88.0238,39.9295,1007.33294677734,11.2299995422363
Illinois,IL-019-SW-RTHRML-003,IL-019-SW-RTHRML,SHM,NT,No-Till managed with corn-soybean rotations,CROP,No-till,Drummer,Aquolls,Flanagan,-88.0275783,39.9254322,1007.60894775391,11.25
Illinois,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML,SHM,NT,No-Till managed with corn-soybean rotations,CROP,No-till,Drummer,Aquolls,Flanagan,-88.0275783,39.9254322,1007.60894775391,11.25
Illinois,IL-115-SW-WDFLD-001A,IL-115-SW-WDFLD,BAU,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.798131,39.866062,990.943969726562,11.5599994659424
Illinois,IL-115-SW-ETAL-001A,IL-115-SW-ETAL,BAU,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.745608,39.895068,992.936950683594,11.4399995803833
Illinois,IL-147-SW-TS-003A,IL-147-SW-TS,BAU,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.705988,39.878261,996.758972167969,11.5299997329712
Illinois,IL-147-SW-CRP-001A,IL-147-SW-CRP,BAU,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,CROP,Till,Drummer,Aquolls,Drummer,-88.743611,39.895694,992.936950683594,11.4399995803833
Illinois,IL-019-SW-RTHRML-001A,IL-019-SW-RTHRML,SHM,NT,No-Till managed with corn-soybean rotations,CROP,No-till,Drummer,Aquolls,Drummer,-88.0238,39.9295,1007.33294677734,11.2299995422363
Illinois,IL-019-SW-RTHRML-004A,IL-019-SW-RTHRML,SHM,NT,No-Till managed with corn-soybean rotations,CROP,No-till,Drummer,Aquolls,Flanagan,-88.027589,39.92541,1007.60894775391,11.25
UTRGV,AX1-1,AX1,BAU,Conventional Till,"Conventional tillage with a sorghum, sesame, cotton rotation",CROP,Till,Hidalgo,Ustolls,NA,-97.86129,26.37183,646.9169921875,23.6700000762939
UTRGV,AX1-2,AX1,BAU,Conventional Till,"Conventional tillage with a sorghum, sesame, cotton rotation",CROP,Till,Hidalgo,Ustolls,NA,-97.861285,26.376803,646.9169921875,23.6700000762939
UTRGV,AX1-3,AX1,BAU,Conventional Till,"Conventional tillage with a sorghum, sesame, cotton rotation",CROP,Till,Hidalgo,Ustolls,NA,-97.861396,26.381147,648.070007324219,23.6700000762939
UTRGV,AX2-1,AX2,BAU,Conventional Till,"Conventional tillage with a cotton, sorghum rotation",CROP,Till,Hidalgo,Ustolls,NA,-97.860439,26.372257,646.9169921875,23.6700000762939
UTRGV,AX2-2,AX2,BAU,Conventional Till,"Conventional tillage with a cotton, sorghum rotation",CROP,Till,Hidalgo,Ustolls,NA,-97.854799,26.372359,646.9169921875,23.6700000762939
UTRGV,AX2-3,AX2,BAU,Conventional Till,"Conventional tillage with a cotton, sorghum rotation",CROP,Till,Hidalgo,Ustolls,NA,-97.841816,26.372348,648.760986328125,23.6599998474121
UTRGV,AX3-1,AX3,BAU,Conventional Till,"Conventional tillage with a cotton, corn, and sorghum rotation",CROP,Till,Hidalgo,Ustolls,NA,-97.845711,26.449237,660.111999511719,23.5999984741211
UTRGV,AX3-2,AX3,BAU,Conventional Till,"Conventional tillage with a cotton, corn, and sorghum rotation",CROP,Till,Hidalgo,Ustolls,NA,-97.84310718,26.45138326,660.111999511719,23.5999984741211
UTRGV,AX3-3,AX3,BAU,Conventional Till,"Conventional tillage with a cotton, corn, and sorghum rotation",CROP,Till,Hidalgo,Ustolls,NA,-97.842418,26.451224,660.111999511719,23.5999984741211
