project,label,dsp_plot_id,dsp_pedon_id,dsp_sample_id,layer_no,hzdesg,hrzdep_t,hrzdep_b,soc_fill,bd_hybrid
UnivOfMinnesota,BAU,CON,CON-5,CON-5-6,6,Bw2,80,110,0.1894,1.710241186
UnivOfMinnesota,BAU,CON,CON-6,CON-6-1,1,Ap1,0,5,3.1678,1.175021141
UnivOfMinnesota,BAU,CON,CON-6,CON-6-2,2,Ap2,5,10,2.9785,1.271518631
UnivOfMinnesota,BAU,CON,CON-6,CON-6-3,3,Ap3,10,25,2.4964,1.172368723
UnivOfMinnesota,BAU,CON,CON-6,CON-6-4,4,AB,25,42,1.0158,1.609512458
UnivOfMinnesota,BAU,CON,CON-6,CON-6-5,5,Bw,42,87,0.3443,1.806991287
UnivOfMinnesota,BAU,CON,CON-6,CON-6-6,6,2BC,87,110,0.40202,2.259860072
UnivOfMinnesota,BAU,CON,CON-7,CON-7-1,1,Ap1,0,5,2.5308,0.969963974
UnivOfMinnesota,BAU,CON,CON-7,CON-7-2,2,Ap2,5,10,2.7374,1.352227919
UnivOfMinnesota,BAU,CON,CON-7,CON-7-3,3,Ap3,10,20,2.66,1.443736337
UnivOfMinnesota,BAU,CON,CON-7,CON-7-4,4,BA,20,34,0.9297,1.388288172
UnivOfMinnesota,BAU,CON,CON-7,CON-7-5,5,2Bw1,34,70,0.6628,1.46021922
UnivOfMinnesota,BAU,CON,CON-7,CON-7-6,6,2Bw2,70,83,0.2755,2.110314223
UnivOfMinnesota,BAU,CON,CON-7,CON-7-7,7,2Bw3,83,103,1.1105,2.056381725
UnivOfMinnesota,BAU,CON,CON-8,CON-8-1,1,Ap1,0,5,2.6858,0.981205174
UnivOfMinnesota,BAU,CON,CON-8,CON-8-2,2,Ap2,5,10,2.6255,1.391003743
UnivOfMinnesota,BAU,CON,CON-8,CON-8-3,3,Ap3,10,22,2.0229,1.229079944
UnivOfMinnesota,BAU,CON,CON-8,CON-8-4,4,BA,22,39,1.076,1.576483539
UnivOfMinnesota,BAU,CON,CON-8,CON-8-5,5,2Bw1,39,65,0.5251,1.767836547
UnivOfMinnesota,BAU,CON,CON-8,CON-8-6,6,2Bw2,65,96,0.396,1.745669911
UnivOfMinnesota,BAU,CON,CON-8,CON-8-7,7,2Bw3,96,142,1.5323,1.775414884
UnivOfMinnesota,BAU,CON,CON-9,CON-9-1,1,Ap1,0,5,3.1162,1.414054518
UnivOfMinnesota,BAU,CON,CON-9,CON-9-2,2,Ap2,5,10,3.2281,1.230658764
UnivOfMinnesota,BAU,CON,CON-9,CON-9-3,3,Ap3,10,20,2.6772,1.408370765
UnivOfMinnesota,BAU,CON,CON-9,CON-9-4,4,A,20,29,2.4505,1.3499257113333334
UnivOfMinnesota,BAU,CON,CON-9,CON-9-5,5,BA,29,45,1.0416,1.523308875
UnivOfMinnesota,BAU,CON,CON-9,CON-9-6,6,2Bw1,45,63,0.6628,1.824105698
UnivOfMinnesota,BAU,CON,CON-9,CON-9-7,7,2Bw2,63,102,0.3357,1.696979096
UnivOfMinnesota,Ref,REF,REF-1,REF-1-1,1,Ap1,0,5,5.7713,0.777339307
UnivOfMinnesota,Ref,REF,REF-1,REF-1-2,2,Ap2,5,10,5.3114,0.982794438
UnivOfMinnesota,Ref,REF,REF-1,REF-1-3,3,Ap3,10,24,4.3465,0.98225345
UnivOfMinnesota,Ref,REF,REF-1,REF-1-4,4,2AB,24,42,4.2112,0.950335172
UnivOfMinnesota,Ref,REF,REF-1,REF-1-5,5,2A/Bt1,42,70,3.4808,1.016696338
UnivOfMinnesota,Ref,REF,REF-1,REF-1-6,6,2A/Bt2,70,92,1.7855,1.272162782
UnivOfMinnesota,Ref,REF,REF-1,REF-1-7,7,3Bt3,92,161,0.532,1.514284861
UnivOfMinnesota,Ref,REF,REF-2,REF-2-1,1,Ap1,0,5,5.7533,0.608430905
UnivOfMinnesota,Ref,REF,REF-2,REF-2-2,2,Ap2,5,10,4.9958,0.97744467
UnivOfMinnesota,Ref,REF,REF-2,REF-2-3,3,Ap3,10,26,4.7974,0.884094226
UnivOfMinnesota,Ref,REF,REF-2,REF-2-4,4,A,26,62,4.0579,1.145271096
UnivOfMinnesota,Ref,REF,REF-2,REF-2-5,5,AB,62,100,1.6502,1.518011666
UnivOfMinnesota,Ref,REF,REF-3,REF-3-1,1,Ap1,0,5,5.9246,0.928094564
UnivOfMinnesota,Ref,REF,REF-3,REF-3-2,2,Ap2,5,10,4.4187,0.758524955
UnivOfMinnesota,Ref,REF,REF-3,REF-3-3,3,Ap3,10,36,4.1571,0.784792916
UnivOfMinnesota,Ref,REF,REF-3,REF-3-4,4,A,36,62,3.8055,1.070494565
UnivOfMinnesota,Ref,REF,REF-3,REF-3-5,5,AB,62,83,1.7584,1.208206006
UnivOfMinnesota,Ref,REF,REF-3,REF-3-6,6,Bt1,83,93,0.9288,1.371944969
UnivOfMinnesota,Ref,REF,REF-3,REF-3-7,7,Bt2,93,150,0.2435,1.479541425
UnivOfMinnesota,Ref,REF,REF-4,REF-4-1,1,Ap1,0,5,6.3845,0.731535676
UnivOfMinnesota,Ref,REF,REF-4,REF-4-2,2,Ap2,5,10,5.2573,0.923225674
UnivOfMinnesota,Ref,REF,REF-4,REF-4-3,3,Ap3,10,29,4.608,0.822301401
UnivOfMinnesota,Ref,REF,REF-4,REF-4-4,4,AB,29,51,3.3456,0.954061977
UnivOfMinnesota,Ref,REF,REF-4,REF-4-5,5,2Bw1,51,70,2.3536,1.08149465
UnivOfMinnesota,Ref,REF,REF-4,REF-4-6,6,2Bw2,70,130,0.4238,1.16612918
UnivOfMinnesota,Ref,REF,REF-5,REF-5-1,1,Ap1,0,5,7.0157,0.772951295
UnivOfMinnesota,Ref,REF,REF-5,REF-5-2,2,Ap2,5,10,4.8425,0.980630487
UnivOfMinnesota,Ref,REF,REF-5,REF-5-3,3,Ap3,10,42,4.2654,0.883553238
UnivOfMinnesota,Ref,REF,REF-5,REF-5-4,4,AB,42,78,2.3446,1.142385828
UnivOfMinnesota,Ref,REF,REF-5,REF-5-5,5,2Bw1,78,148,0.4779,1.242648894
UnivOfMinnesota,Ref,REF,REF-6,REF-6-1,1,Ap1,0,5,7.7732,0.790743782
UnivOfMinnesota,Ref,REF,REF-6,REF-6-2,2,Ap2,5,10,4.8876,0.928154674
UnivOfMinnesota,Ref,REF,REF-6,REF-6-3,3,Ap3,10,49,4.5359,0.958870757
UnivOfMinnesota,Ref,REF,REF-6,REF-6-4,4,AB,49,72,1.9749,1.06448359
UnivOfMinnesota,Ref,REF,REF-6,REF-6-5,5,Bw1,72,84,1.1092,1.415584649
UnivOfMinnesota,Ref,REF,REF-6,REF-6-6,6,2Bw2,84,133,0.496,1.593269075
UnivOfMinnesota,Ref,REF,REF-7,REF-7-1,1,Ap1,0,5,6.2763,0.574288566
UnivOfMinnesota,Ref,REF,REF-7,REF-7-2,2,Ap2,5,10,4.8245,0.795071684
UnivOfMinnesota,Ref,REF,REF-7,REF-7-3,3,Ap3,10,35,4.0309,0.784372148
UnivOfMinnesota,Ref,REF,REF-7,REF-7-4,4,A,35,60,3.4989,1.13475189
UnivOfMinnesota,Ref,REF,REF-7,REF-7-5,5,Bw1,60,80,2.9848,1.336540326
UnivOfMinnesota,Ref,REF,REF-7,REF-7-6,6,2Bw2,80,132,0.2918,1.840560593
UnivOfMinnesota,Ref,REF,REF-8,REF-8-1,1,Ap1,0,5,6.665,0.664513303
UnivOfMinnesota,Ref,REF,REF-8,REF-8-2,2,Ap2,5,10,5.4797,0.895875737
UnivOfMinnesota,Ref,REF,REF-8,REF-8-3,3,Ap3,10,33,4.4494,0.981712462
UnivOfMinnesota,Ref,REF,REF-8,REF-8-4,4,A,33,52,3.1091,1.065625676
UnivOfMinnesota,Ref,REF,REF-8,REF-8-5,5,Bw1,52,72,2.17,1.201413604
UnivOfMinnesota,Ref,REF,REF-8,REF-8-6,6,2Bw2,72,115,0.6747,1.421836063
UnivOfMinnesota,Ref,REF,REF-9,REF-9-1,1,Ap1,0,5,6.8382,0.593523687
UnivOfMinnesota,Ref,REF,REF-9,REF-9-2,2,Ap2,5,10,5.2882,0.924608198
UnivOfMinnesota,Ref,REF,REF-9,REF-9-3,3,Ap3,10,25,3.957,0.909039773
UnivOfMinnesota,Ref,REF,REF-9,REF-9-4,4,A,25,52,3.6015,0.967466451
UnivOfMinnesota,Ref,REF,REF-9,REF-9-5,5,Bw1,52,71,1.705,1.146172743
UnivOfMinnesota,Ref,REF,REF-9,REF-9-6,6,2Bw2,71,126,0.3647,1.538509091
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-001,IL-019-SW-ARBRTM-001-1-061920,1,,0,5,5.4558,1.133035004
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-001,IL-019-SW-ARBRTM-001-2-061920,2,,5,10,2.620994117647059,1.387331842
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-001,IL-019-SW-ARBRTM-001-3-061920,3,,10,20,2.7988,1.401303885
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-001,IL-019-SW-ARBRTM-001-4-061920,4,,20,30,2.3437,1.505640297
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-001,IL-019-SW-ARBRTM-001-5-061920,5,,30,50,1.1163,1.47094083
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-001,IL-019-SW-ARBRTM-001-6-061920,6,,50,100,0.4766,1.608168063
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-002,IL-019-SW-ARBRTM-002-1-061920,1,,0,5,5.707,0.994371983
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-002,IL-019-SW-ARBRTM-002-2-061920,2,,5,10,4.253,1.195271529
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-002,IL-019-SW-ARBRTM-002-3-061920,3,,10,20,3.1905,1.388169626
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-002,IL-019-SW-ARBRTM-002-4-061920,4,,20,30,2.2414,1.318460552
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-002,IL-019-SW-ARBRTM-002-5-061920,5,,30,50,1.2981,1.462408937
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-002,IL-019-SW-ARBRTM-002-6-061920,6,,50,100,0.4478,1.62427423
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-003,IL-019-SW-ARBRTM-003-1-061920,1,,0,5,5.8616,1.035571668
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-003,IL-019-SW-ARBRTM-003-2-061920,2,,5,10,3.8759,1.304833526
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-003,IL-019-SW-ARBRTM-003-3-061920,3,,10,20,2.2837,1.470932253
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-003,IL-019-SW-ARBRTM-003-4-061920,4,,20,30,1.3411,1.376170464
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-003,IL-019-SW-ARBRTM-003-5-061920,5,,30,50,1.3471,1.559880307
Illinois,Ref,IL-019-SW-ARBRTM,IL-019-SW-ARBRTM-003,IL-019-SW-ARBRTM-003-6-061920,6,,50,100,0.5185,1.756635779
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-001,IL-019-SW-RTHRML-001-1-010820,1,,0,5,3.2561,1.0805353862666667
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-001,IL-019-SW-RTHRML-001-2-010820,2,,5,10,2.3027,1.5097717475333334
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-001,IL-019-SW-RTHRML-001-3-010820,3,,10,20,1.9708,1.5482508774
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-001,IL-019-SW-RTHRML-001-4-010820,4,,20,30,1.2655,1.5490122222666667
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-001,IL-019-SW-RTHRML-001-5-010820,5,,30,40,0.7462,1.554935408
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-001,IL-019-SW-RTHRML-001-6-010820,6,,40,100,0.4951,1.5973935088333333
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-002,IL-019-SW-RTHRML-002-1-010820,1,,0,5,2.8098,1.0805353862666667
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-002,IL-019-SW-RTHRML-002-2-010820,2,,5,10,2.1892,1.5097717475333334
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-002,IL-019-SW-RTHRML-002-3-010820,3,,10,20,2.0271,1.5482508774
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-002,IL-019-SW-RTHRML-002-4-010820,4,,20,30,1.2406,1.5490122222666667
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-002,IL-019-SW-RTHRML-002-5-010820,5,,30,40,0.7818,1.554935408
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-002,IL-019-SW-RTHRML-002-6-010820,6,,40,100,2.3007,1.5973935088333333
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-003,IL-019-SW-RTHRML-003-1-010820,1,,0,5,3.9814,1.0805353862666667
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-003,IL-019-SW-RTHRML-003-2-010820,2,,5,10,3.2604,1.5097717475333334
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-003,IL-019-SW-RTHRML-003-3-010820,3,,10,20,3.0583,1.5482508774
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-003,IL-019-SW-RTHRML-003-4-010820,4,,20,30,2.7106,1.5490122222666667
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-003,IL-019-SW-RTHRML-003-5-010820,5,,30,40,1.6805,1.554935408
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-003,IL-019-SW-RTHRML-003-6-010820,6,,40,100,0.566,1.5973935088333333
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-1-010820,1,,0,5,2.4014,1.0805353862666667
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-2-010820,2,,5,10,1.9403,1.5097717475333334
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-3-010820,3,,10,20,1.7932,1.5482508774
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-4-010820,4,,20,30,1.6582,1.5490122222666667
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-5-010820,5,,30,40,1.1604,1.554935408
Illinois,SHM,IL-019-SW-RTHRML,IL-019-SW-RTHRML-004,IL-019-SW-RTHRML-004-6-010820,6,,40,100,0.4263,1.5973935088333333
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-1-051220,1,,0,5,2.6549,1.059745323
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-2-051220,2,,5,10,2.4984,1.577562333
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-3-051220,3,,10,20,2.0329,1.517352536
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-4-051220,4,,20,30,2.0891,1.578291924
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-5-051220,5,,30,50,1.7621,1.478370287
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-001,IL-115-SW-ETAL-001-6-051220,6,,50,100,0.756,1.542211322
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-1-051220,1,,0,5,2.3544,1.008040096
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-2-051220,2,,5,10,2.029,1.522847525
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-3-051220,3,,10,20,1.5743,1.536589828
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-4-051220,4,,20,30,1.6515,1.601544033
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-5-051220,5,,30,50,1.3775,1.490996178
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-002,IL-115-SW-ETAL-002-6-051220,6,,50,100,0.5047,1.547465262
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-003,IL-115-SW-ETAL-003-1-051220,1,,0,5,2.5469,1.061123714
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-003,IL-115-SW-ETAL-003-2-051220,2,,5,10,2.3649,1.422961803
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-003,IL-115-SW-ETAL-003-3-051220,3,,10,20,1.9489,1.553405381
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-003,IL-115-SW-ETAL-003-4-051220,4,,20,30,1.7361,1.520182194
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-003,IL-115-SW-ETAL-003-5-051220,5,,30,50,1.1333,1.622686839
Illinois,BAU,IL-115-SW-ETAL,IL-115-SW-ETAL-003,IL-115-SW-ETAL-003-6-051220,6,,50,100,0.4033,1.594135287
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-001,IL-115-SW-WDFLD-001-1-051220,1,,0,5,2.5792,1.019267248
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-001,IL-115-SW-WDFLD-001-2-051220,2,,5,10,2.6935,1.656952954
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-001,IL-115-SW-WDFLD-001-3-051220,3,,10,20,2.1485,1.524652906
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-001,IL-115-SW-WDFLD-001-4-051220,4,,20,30,1.8252,1.62548793
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-001,IL-115-SW-WDFLD-001-5-051220,5,,30,50,0.9631,1.584755248
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-001,IL-115-SW-WDFLD-001-6-051220,6,,50,100,0.5345,1.602585594
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-002,IL-115-SW-WDFLD-002-1-051220,1,,0,5,3.1046,0.926176463
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-002,IL-115-SW-WDFLD-002-2-051220,2,,5,10,2.4034,1.515364479
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-002,IL-115-SW-WDFLD-002-3-051220,3,,10,20,2.0947,1.681043535
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-002,IL-115-SW-WDFLD-002-4-051220,4,,20,30,2.1559,1.511683267
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-002,IL-115-SW-WDFLD-002-5-051220,5,,30,50,1.2658,1.569032727
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-002,IL-115-SW-WDFLD-002-6-051220,6,,50,100,0.5481,1.620441523
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-003,IL-115-SW-WDFLD-003-1-051220,1,,0,5,2.7563,0.934091939
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-003,IL-115-SW-WDFLD-003-2-051220,2,,5,10,2.5989,1.455328051
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-003,IL-115-SW-WDFLD-003-3-051220,3,,10,20,2.2961,1.503943493
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-003,IL-115-SW-WDFLD-003-4-051220,4,,20,30,1.9841,1.600976084
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-003,IL-115-SW-WDFLD-003-5-051220,5,,30,50,1.138,1.581240828
Illinois,BAU,IL-115-SW-WDFLD,IL-115-SW-WDFLD-003,IL-115-SW-WDFLD-003-6-051220,6,,50,100,0.5738,1.588602416
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-001,IL-147-SW-CRP-001-1-051220,1,,0,5,2.5714,1.447685892
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-001,IL-147-SW-CRP-001-2-051220,2,,5,10,2.6715,1.888319016
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-001,IL-147-SW-CRP-001-3-051220,3,,10,20,1.9202,1.777285093
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-001,IL-147-SW-CRP-001-4-051220,4,,20,30,2.2045,1.411527091
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-001,IL-147-SW-CRP-001-5-051220,5,,30,50,1.3573,1.580779661
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-001,IL-147-SW-CRP-001-6-051220,6,,50,100,0.5528,1.615054336
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-002,IL-147-SW-CRP-002-1-051220,1,,0,5,2.4815,1.052235458
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-002,IL-147-SW-CRP-002-2-051220,2,,5,10,2.0058,1.538188252
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-002,IL-147-SW-CRP-002-3-051220,3,,10,20,1.8113,1.489643023
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-002,IL-147-SW-CRP-002-4-051220,4,,20,30,1.5634,1.609299136
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-002,IL-147-SW-CRP-002-5-051220,5,,30,50,1.5689,1.539130753
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-002,IL-147-SW-CRP-002-6-051220,6,,50,100,0.5571,1.569279905
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-003,IL-147-SW-CRP-003-1-051220,1,,0,5,2.1583,1.255692801
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-003,IL-147-SW-CRP-003-2-051220,2,,5,10,1.7914,1.630885247
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-003,IL-147-SW-CRP-003-3-051220,3,,10,20,1.7363,1.651329895
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-003,IL-147-SW-CRP-003-4-051220,4,,20,30,0.9802,1.619216887
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-003,IL-147-SW-CRP-003-5-051220,5,,30,50,0.746,1.580593012
Illinois,BAU,IL-147-SW-CRP,IL-147-SW-CRP-003,IL-147-SW-CRP-003-6-051220,6,,50,100,0.3932,1.499399801
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-001,IL-147-SW-TS-001-1-051220,1,,0,5,3.0601,1.176885435
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-001,IL-147-SW-TS-001-2-051220,2,,5,10,2.8926,1.499133067
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-001,IL-147-SW-TS-001-3-051220,3,,10,20,2.1176,1.625939676
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-001,IL-147-SW-TS-001-4-051220,4,,20,30,1.2362,1.499337687
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-001,IL-147-SW-TS-001-5-051220,5,,30,50,0.7537,1.573813969
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-001,IL-147-SW-TS-001-6-051220,6,,50,100,0.3595,1.672023687
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-002,IL-147-SW-TS-002-1-051220,1,,0,5,3.0029,1.151373061
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-002,IL-147-SW-TS-002-2-051220,2,,5,10,2.7491,1.523168736
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-002,IL-147-SW-TS-002-3-051220,3,,10,20,2.447,1.57216405
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-002,IL-147-SW-TS-002-4-051220,4,,20,30,1.7177,1.653609766
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-002,IL-147-SW-TS-002-5-051220,5,,30,50,0.9202,1.644970098
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-002,IL-147-SW-TS-002-6-051220,6,,50,100,0.5015,1.634516266
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-003,IL-147-SW-TS-003-1-051220,1,,0,5,3.3031,0.952734709
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-003,IL-147-SW-TS-003-2-051220,2,,5,10,2.8432,1.528427853
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-003,IL-147-SW-TS-003-3-051220,3,,10,20,2.5826,1.530007981
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-003,IL-147-SW-TS-003-4-051220,4,,20,30,1.8733,1.803756022
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-003,IL-147-SW-TS-003-5-051220,5,,30,50,0.9032,1.584431446
Illinois,BAU,IL-147-SW-TS,IL-147-SW-TS-003,IL-147-SW-TS-003-6-051220,6,,50,100,0.6017,1.613483464
UConn,SHM,PaH2,PaH2-1,PaH2-1-1,1,Ap1,0,5,5.204555577,1.1495
UConn,SHM,PaH2,PaH2-1,PaH2-1-2,2,Ap2,5,10,4.828478964,1.349
UConn,SHM,PaH2,PaH2-1,PaH2-1-3,3,Ap2,10,19,1.056756115,1.311
UConn,SHM,PaH2,PaH2-1,PaH2-1-4,4,Bw1,19,32,0.749686681,1.162
UConn,SHM,PaH2,PaH2-1,PaH2-1-5,5,Bw2,32,41,0.603136309,1.2282
UConn,SHM,PaH2,PaH2-1,PaH2-1-6,6,Bw3,41,55,0.205852363,1.3728
UConn,SHM,PaH2,PaH2-1,PaH2-1-7,7,Cd1,55,75,0.159286397,1.5054
UConn,SHM,PaL1,PaL1-1,PaL1-1-1,1,^A,0,5,3.792445631,1.098
UConn,SHM,PaL1,PaL1-1,PaL1-1-2,2,^Bw,5,10,1.829307158,1.3005
UConn,SHM,PaL1,PaL1-1,PaL1-1-3,3,Ap,10,28,2.639056832,1.0423529411764707
UConn,SHM,PaL1,PaL1-1,PaL1-1-4,4,Bw,28,44,0.683836736,1.2640000000000002
UConn,SHM,PaL1,PaL1-1,PaL1-1-5,5,BC1,44,74,0.328016852,1.3452
UConn,SHM,PaL1,PaL1-1,PaL1-1-6,6,BC2,74,94,0.303083163,1.3832
UConn,SHM,PaL1,PaL1-1,PaL1-1-7,7,Cd,94,112,0.209386168,1.2996
UConn,SHM,PaM2,PaM2-1,PaM2-1-1,1,A,0,5,8.747855918,1.22
UConn,SHM,PaM2,PaM2-1,PaM2-1-2,2,Ap,5,10,2.805649042,1.2065
UConn,SHM,PaM2,PaM2-1,PaM2-1-3,3,Ap,10,23,1.719393259,1.311
UConn,SHM,PaM2,PaM2-1,PaM2-1-4,4,Bw1,23,52,0.498345573,1.5864999999999998
UConn,SHM,PaM2,PaM2-1,PaM2-1-5,5,Bw2,52,61,0.355003811,1.5573000000000001
UConn,SHM,PaM2,PaM2-1,PaM2-1-6,6,BC1,61,81,0.227165749,1.7388
